id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
845,2023,Hyderabad,2023-05-18,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,bat,wickets,0,Gujarat Titans,0,6,MM Sharma,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
846,2023,Chennai,2023-05-14,Mumbai Indians,Gujarat Titans,Gujarat Titans,bat,wickets,0,Gujarat Titans,0,6,V Kohli,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
847,2023,Mumbai,2023-04-16,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,wickets,0,Gujarat Titans,0,2,A Kumble,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
848,2023,Mumbai,2023-04-21,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,runs,0,Chennai Super Kings,46,0,RA Tripathi,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
849,2023,Ahmedabad,2023-05-17,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,runs,0,Lucknow Super Giants,26,0,MS Dhoni,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
850,2023,Delhi,2023-05-15,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,0,2,I Sharma,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
851,2023,Delhi,2023-05-28,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,runs,0,Punjab Kings,26,0,MS Dhoni,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
852,2023,Pune,2023-05-24,Delhi Capitals,Gujarat Titans,Delhi Capitals,field,runs,0,Gujarat Titans,68,0,PA Patel,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
853,2023,Chennai,2023-05-17,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,wickets,0,Delhi Capitals,0,1,S Dhawan,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
854,2023,Visakhapatnam,2023-04-12,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,1,0,A Kumble,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
855,2023,Pune,2023-04-16,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,wickets,0,Punjab Kings,0,1,MM Sharma,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
856,2023,Jaipur,2023-04-13,Gujarat Titans,Delhi Capitals,Gujarat Titans,bat,runs,0,Gujarat Titans,40,0,MJ McClenaghan,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
857,2023,Jaipur,2023-04-13,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,4,0,RV Uthappa,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
858,2023,Kolkata,2023-04-15,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,wickets,0,Kolkata Knight Riders,0,2,LH Ferguson,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
859,2023,Jaipur,2023-05-22,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,runs,0,Kolkata Knight Riders,13,0,DR Smith,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
860,2023,Ahmedabad,2023-04-28,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,runs,0,Chennai Super Kings,59,0,M Vijay,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
861,2023,Mumbai,2023-05-26,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,0,8,SR Watson,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
862,2023,Indore,2023-05-24,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,0,Gujarat Titans,20,0,B Kumar,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
863,2023,Jaipur,2023-04-28,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Kolkata Knight Riders,0,8,I Sharma,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
864,2023,Ahmedabad,2023-04-11,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,bat,wickets,0,Lucknow Super Giants,0,6,RV Uthappa,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
865,2023,Bangalore,2023-04-15,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,wickets,0,Royal Challengers Bangalore,0,8,SV Samson,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
866,2023,Mohali,2023-04-15,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,runs,0,Lucknow Super Giants,10,0,I Sharma,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
867,2023,Bangalore,2023-04-23,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,runs,0,Delhi Capitals,57,0,BB McCullum,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
868,2023,Mohali,2023-04-20,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,18,0,SL Malinga,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
869,2023,Visakhapatnam,2023-04-24,Gujarat Titans,Delhi Capitals,Gujarat Titans,bat,wickets,0,Delhi Capitals,0,6,S Dhawan,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
870,2023,Mumbai,2023-05-10,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,runs,0,Chennai Super Kings,64,0,I Sharma,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
871,2023,Chennai,2023-04-26,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,field,wickets,0,Sunrisers Hyderabad,0,3,YS Chahal,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
872,2023,Mumbai,2023-05-18,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,wickets,0,Gujarat Titans,0,5,Q de Kock,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
873,2023,Ahmedabad,2023-04-21,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,runs,1,Mumbai Indians,10,0,P Kumar,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
874,2023,Jaipur,2023-04-30,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Chennai Super Kings,0,2,R Ashwin,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
875,2023,Ahmedabad,2023-04-27,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,runs,0,Delhi Capitals,26,0,M Vijay,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
876,2023,Chennai,2023-05-21,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,wickets,0,Lucknow Super Giants,0,2,MJ McClenaghan,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
877,2023,Pune,2023-04-10,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,wickets,0,Rajasthan Royals,0,4,YS Chahal,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
878,2023,Mohali,2023-04-19,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,37,0,KS Williamson,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
879,2023,Jaipur,2023-05-17,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,runs,0,Rajasthan Royals,70,0,RP Singh,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
880,2023,Chennai,2023-05-23,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,bat,runs,0,Punjab Kings,70,0,CH Gayle,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
881,2023,Delhi,2023-04-13,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,bat,wickets,0,Lucknow Super Giants,0,9,Rashid Khan,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
882,2023,Mumbai,2023-05-28,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,wickets,0,Mumbai Indians,0,1,SS Iyer,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
883,2023,Jaipur,2023-04-16,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,runs,0,Mumbai Indians,49,0,DA Warner,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
884,2023,Ahmedabad,2023-05-28,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,wickets,0,Rajasthan Royals,0,6,Q de Kock,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
885,2023,Pune,2023-05-27,Mumbai Indians,Punjab Kings,Punjab Kings,field,wickets,0,Mumbai Indians,0,9,A Mishra,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
886,2023,Mumbai,2023-05-12,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,bat,wickets,1,Gujarat Titans,0,4,SS Iyer,"Eden Gardens, Kolkata",Umpire A,Umpire B
887,2023,Indore,2023-04-13,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Gujarat Titans,0,6,RA Tripathi,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
888,2023,Mumbai,2023-05-30,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,runs,0,Sunrisers Hyderabad,2,0,KS Williamson,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
889,2023,Chennai,2023-04-18,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,wickets,0,Rajasthan Royals,0,9,DW Steyn,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
890,2023,Indore,2023-04-13,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,bat,wickets,0,Sunrisers Hyderabad,0,3,CH Gayle,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
891,2023,Pune,2023-05-10,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,wickets,0,Kolkata Knight Riders,0,4,RA Tripathi,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
892,2023,Chennai,2023-04-17,Punjab Kings,Gujarat Titans,Punjab Kings,bat,runs,0,Gujarat Titans,65,0,R Ashwin,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
893,2023,Mohali,2023-05-20,Lucknow Super Giants,Punjab Kings,Punjab Kings,bat,wickets,1,Punjab Kings,0,3,I Sharma,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
894,2023,Ahmedabad,2023-04-29,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,runs,0,Punjab Kings,38,0,RG Sharma,"Eden Gardens, Kolkata",Umpire A,Umpire B
895,2023,Hyderabad,2023-04-12,Punjab Kings,Gujarat Titans,Gujarat Titans,bat,wickets,1,Gujarat Titans,0,1,SP Narine,"Eden Gardens, Kolkata",Umpire A,Umpire B
896,2023,Jaipur,2023-05-16,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,bat,wickets,0,Royal Challengers Bangalore,0,9,PA Patel,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
897,2023,Pune,2023-05-23,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,41,0,SV Samson,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
898,2023,Bangalore,2023-04-27,Punjab Kings,Gujarat Titans,Punjab Kings,field,wickets,0,Gujarat Titans,0,8,B Kumar,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
899,2023,Hyderabad,2023-04-28,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,runs,0,Kolkata Knight Riders,11,0,R Ashwin,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
900,2023,Pune,2023-04-14,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,0,Royal Challengers Bangalore,34,0,PP Chawla,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
901,2023,Hyderabad,2023-04-22,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,wickets,0,Rajasthan Royals,0,9,KS Williamson,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
902,2023,Chennai,2023-05-23,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,wickets,0,Sunrisers Hyderabad,0,2,KS Williamson,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
903,2023,Kolkata,2023-05-30,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,wickets,0,Rajasthan Royals,0,9,V Kohli,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
904,2023,Mumbai,2023-05-19,Punjab Kings,Delhi Capitals,Punjab Kings,field,runs,0,Punjab Kings,64,0,B Kumar,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
905,2024,Ahmedabad,2024-04-21,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,runs,0,Punjab Kings,36,0,PA Patel,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
906,2024,Delhi,2024-04-17,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,runs,0,Sunrisers Hyderabad,22,0,I Sharma,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
907,2024,Visakhapatnam,2024-04-25,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,wickets,0,Kolkata Knight Riders,0,1,BB McCullum,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
908,2024,Jaipur,2024-04-13,Mumbai Indians,Punjab Kings,Mumbai Indians,field,wickets,0,Punjab Kings,0,9,HH Pandya,"Eden Gardens, Kolkata",Umpire A,Umpire B
909,2024,Chennai,2024-04-20,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,wickets,0,Rajasthan Royals,0,2,JP Duminy,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
910,2024,Chennai,2024-05-16,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,wickets,0,Sunrisers Hyderabad,0,1,RP Singh,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
911,2024,Delhi,2024-04-25,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,bat,wickets,0,Lucknow Super Giants,0,4,PP Chawla,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
912,2024,Hyderabad,2024-05-27,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,wickets,0,Delhi Capitals,0,4,SK Raina,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
913,2024,Jaipur,2024-04-19,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,wickets,0,Mumbai Indians,0,4,DL Chahar,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
914,2024,Bangalore,2024-05-23,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,wickets,1,Delhi Capitals,0,5,KL Rahul,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
915,2024,Mohali,2024-05-14,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,wickets,0,Punjab Kings,0,6,P Kumar,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
916,2024,Hyderabad,2024-05-18,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,bat,runs,0,Delhi Capitals,65,0,CH Gayle,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
917,2024,Jaipur,2024-05-30,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,runs,0,Lucknow Super Giants,7,0,JP Duminy,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
918,2024,Ahmedabad,2024-04-29,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,wickets,0,Sunrisers Hyderabad,0,2,Q de Kock,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
919,2024,Indore,2024-04-21,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,wickets,0,Rajasthan Royals,0,9,CH Gayle,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
920,2024,Hyderabad,2024-04-10,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,wickets,0,Gujarat Titans,0,6,F du Plessis,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
921,2024,Mumbai,2024-04-11,Mumbai Indians,Gujarat Titans,Mumbai Indians,field,runs,0,Gujarat Titans,37,0,JP Duminy,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
922,2024,Visakhapatnam,2024-05-10,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Rajasthan Royals,0,2,RP Singh,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
923,2024,Hyderabad,2024-04-19,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,wickets,0,Gujarat Titans,0,5,R Ashwin,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
924,2024,Hyderabad,2024-05-25,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,runs,0,Chennai Super Kings,12,0,Rashid Khan,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
925,2024,Visakhapatnam,2024-04-24,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,field,wickets,0,Gujarat Titans,0,7,RP Singh,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
926,2024,Mohali,2024-04-13,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,wickets,0,Rajasthan Royals,0,2,AM Rahane,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
927,2024,Pune,2024-04-11,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,61,0,B Kumar,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
928,2024,Hyderabad,2024-05-16,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,runs,0,Sunrisers Hyderabad,73,0,V Kohli,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
929,2024,Visakhapatnam,2024-04-23,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,runs,0,Delhi Capitals,62,0,MS Dhoni,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
930,2024,Mumbai,2024-05-15,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,runs,0,Rajasthan Royals,57,0,JJ Bumrah,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
931,2024,Delhi,2024-05-26,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,runs,0,Delhi Capitals,16,0,A Mishra,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
932,2024,Ahmedabad,2024-05-24,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,wickets,0,Punjab Kings,0,6,RA Tripathi,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
933,2024,Jaipur,2024-04-19,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,runs,0,Punjab Kings,23,0,SK Raina,"Eden Gardens, Kolkata",Umpire A,Umpire B
934,2024,Kolkata,2024-05-30,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,runs,0,Royal Challengers Bangalore,60,0,SK Raina,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
935,2024,Pune,2024-05-29,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,runs,0,Punjab Kings,55,0,AT Rayudu,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
936,2024,Kolkata,2024-04-14,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,28,0,RA Tripathi,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
937,2024,Bangalore,2024-04-14,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,runs,0,Rajasthan Royals,1,0,MS Dhoni,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
938,2024,Indore,2024-05-19,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,wickets,0,Mumbai Indians,0,8,PP Chawla,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
939,2024,Visakhapatnam,2024-04-29,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,0,6,PA Patel,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
940,2024,Visakhapatnam,2024-05-15,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,wickets,0,Sunrisers Hyderabad,0,5,JJ Bumrah,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
941,2024,Mohali,2024-04-16,Punjab Kings,Delhi Capitals,Delhi Capitals,field,wickets,0,Punjab Kings,0,4,G Gambhir,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
942,2024,Visakhapatnam,2024-05-11,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,field,runs,0,Royal Challengers Bangalore,48,0,V Kohli,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
943,2024,Ahmedabad,2024-05-25,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,wickets,0,Rajasthan Royals,0,1,LH Ferguson,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
944,2024,Kolkata,2024-05-13,Gujarat Titans,Chennai Super Kings,Gujarat Titans,field,wickets,0,Gujarat Titans,0,3,MS Dhoni,"Eden Gardens, Kolkata",Umpire A,Umpire B
945,2024,Indore,2024-04-28,Mumbai Indians,Punjab Kings,Mumbai Indians,field,wickets,0,Mumbai Indians,0,1,PA Patel,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
946,2024,Bangalore,2024-04-18,Punjab Kings,Gujarat Titans,Punjab Kings,field,wickets,0,Gujarat Titans,0,1,R Ashwin,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
947,2024,Delhi,2024-05-13,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,runs,0,Mumbai Indians,1,0,Rashid Khan,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
948,2024,Kolkata,2024-04-15,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Lucknow Super Giants,0,3,PA Patel,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
949,2024,Delhi,2024-05-19,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,bat,runs,0,Royal Challengers Bangalore,25,0,CH Gayle,"Eden Gardens, Kolkata",Umpire A,Umpire B
950,2024,Delhi,2024-05-18,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,runs,0,Kolkata Knight Riders,26,0,RA Tripathi,"Eden Gardens, Kolkata",Umpire A,Umpire B
951,2024,Kolkata,2024-04-23,Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,field,runs,0,Punjab Kings,75,0,YS Chahal,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
952,2024,Bangalore,2024-05-11,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Sunrisers Hyderabad,0,4,A Kumble,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
953,2024,Hyderabad,2024-04-20,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,bat,wickets,0,Kolkata Knight Riders,0,6,DJ Bravo,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
954,2024,Mohali,2024-04-24,Punjab Kings,Mumbai Indians,Punjab Kings,field,runs,0,Mumbai Indians,13,0,AT Rayudu,"Eden Gardens, Kolkata",Umpire A,Umpire B
955,2024,Pune,2024-05-25,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,wickets,0,Delhi Capitals,0,4,DR Smith,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
956,2024,Hyderabad,2024-04-15,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,runs,0,Mumbai Indians,35,0,MM Sharma,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
957,2024,Delhi,2024-05-24,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,bat,wickets,0,Sunrisers Hyderabad,0,1,AM Rahane,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
958,2024,Bangalore,2024-05-12,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,runs,0,Delhi Capitals,11,0,F du Plessis,"Eden Gardens, Kolkata",Umpire A,Umpire B
959,2024,Visakhapatnam,2024-05-16,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,runs,0,Gujarat Titans,13,0,A Mishra,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
960,2024,Mohali,2024-05-29,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,runs,0,Delhi Capitals,18,0,HH Pandya,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
961,2024,Mohali,2024-05-26,Chennai Super Kings,Punjab Kings,Punjab Kings,bat,wickets,0,Chennai Super Kings,0,3,DR Smith,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
962,2024,Delhi,2024-04-20,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,bat,wickets,0,Lucknow Super Giants,0,1,JJ Bumrah,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
963,2024,Delhi,2024-04-15,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,runs,0,Rajasthan Royals,62,0,SL Malinga,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
964,2024,Mumbai,2024-05-14,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Chennai Super Kings,0,2,SR Watson,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
